"","GEOID","pop_5_and_under"
"29647","85024",2382
"29648","85026",0
"29649","85027",3336
"29650","85028",1160
"29651","85029",4503
"29652","85031",2854
"29653","85032",4682
"29654","85033",5920
"29655","85034",365
"29656","85035",5225
"29657","85037",4539
"29658","85040",2975
"29659","85041",5685
"29660","85042",3626
"29661","85043",4586
"29662","85044",2412
"29663","85045",360
"29664","85048",1969
"29665","85050",2238
"29666","85051",3731
"29667","85053",2171
"29668","85054",341
"29669","85083",1235
"29670","85085",2617
"29671","85086",2746
"29672","85087",452
"29673","85118",190
"29674","85119",1109
"29675","85120",1245
"29676","85121",171
"29677","85122",4207
"29678","85123",705
"29679","85128",1070
"29680","85131",697
"29681","85132",2509
"29682","85135",17
"29683","85137",162
"29684","85138",4061
"29685","85139",1174
"29686","85140",3750
"29687","85141",0
"29688","85142",6254
"29689","85143",2793
"29690","85145",285
"29691","85147",306
"29692","85172",267
"29693","85173",78
"29694","85191",0
"29695","85192",82
"29696","85193",311
"29697","85194",442
"29698","85201",3968
"29699","85202",3421
"29700","85203",3406
"29701","85204",6966
"29702","85205",3012
"29703","85206",2267
"29704","85207",3068
"29705","85208",2205
"29706","85209",2118
"29707","85210",3604
"29708","85212",3869
"29709","85213",2476
"29710","85215",589
"29711","85224",3948
"29712","85225",5626
"29713","85226",3091
"29714","85233",3039
"29715","85234",4053
"29716","85236",0
"29717","85248",1194
"29718","85249",2158
"29719","85250",758
"29720","85251",1595
"29721","85253",703
"29722","85254",2946
"29723","85255",1676
"29724","85256",592
"29725","85257",1614
"29726","85258",1018
"29727","85259",649
"29728","85260",2318
"29729","85262",252
"29730","85263",0
"29731","85264",93
"29732","85266",488
"29733","85268",828
"29734","85281",2166
"29735","85282",2817
"29736","85283",3707
"29737","85284",1239
"29738","85286",3457
"29739","85295",4211
"29740","85296",4277
"29741","85297",3033
"29742","85298",2814
"29743","85301",7982
"29744","85302",3692
"29745","85303",3130
"29746","85304",2113
"29747","85305",1001
"29748","85306",1507
"29749","85307",839
"29750","85308",3837
"29751","85309",0
"29752","85310",751
"29753","85320",17
"29754","85321",103
"29755","85322",9
"29756","85323",4918
"29757","85324",0
"29758","85325",18
"29759","85326",6232
"29760","85328",0
"29761","85329",180
"29762","85331",2019
"29763","85332",28
"29764","85333",56
"29765","85334",107
"29766","85335",2947
"29767","85336",982
"29768","85337",194
"29769","85338",4861
"29770","85339",5501
"29771","85340",2373
"29772","85341",0
"29773","85342",37
"29774","85343",0
"29775","85344",623
"29776","85345",4457
"29777","85346",47
"29778","85347",30
"29779","85348",8
"29780","85349",2257
"29781","85350",1630
"29782","85351",51
"29783","85352",39
"29784","85353",4350
"29785","85354",304
"29786","85355",1077
"29787","85356",127
"29788","85357",0
"29789","85360",0
"29790","85361",174
"29791","85362",0
"29792","85363",358
"29793","85364",6647
"29794","85365",3912
"29795","85367",866
"29796","85371",42
"29797","85373",868
"29798","85374",1648
"29799","85375",19
"29800","85377",0
"29801","85378",856
"29802","85379",3933
"29803","85381",1481
"29804","85382",2346
"29805","85383",5093
"29806","85387",524
"29807","85388",2575
"29808","85390",441
"29809","85392",3404
"29810","85395",1846
"29811","85396",2827
"29812","85501",941
"29813","85530",134
"29814","85531",49
"29815","85532",0
"29816","85533",223
"29817","85534",245
"29818","85535",0
"29819","85536",14
"29820","85539",308
"29821","85540",308
"29822","85541",896
"29823","85542",548
"29824","85543",350
"29825","85544",94
"29826","85545",0
"29827","85546",1560
"29828","85550",593
"29829","85551",64
"29830","85552",380
"29831","85553",16
"29832","85554",0
"29833","85601",23
"29834","85602",690
"29835","85603",223
"29836","85605",89
"29837","85606",45
"29838","85607",1849
"29839","85608",0
"29840","85609",0
"29841","85610",56
"29842","85611",103
"29843","85613",631
"29844","85614",430
"29845","85615",379
"29846","85616",275
"29847","85617",34
"29848","85618",49
"29849","85619",0
"29850","85620",67
"29851","85621",1456
"29852","85622",7
"29853","85623",34
"29854","85624",88
"29855","85625",20
"29856","85626",36
"29857","85627",10
"29858","85629",3553
"29859","85630",142
"29860","85631",156
"29861","85632",44
"29862","85633",0
"29863","85634",616
"29864","85635",2618
"29865","85637",34
"29866","85638",59
"29867","85639",13
"29868","85640",0
"29869","85641",2756
"29870","85643",648
"29871","85645",54
"29872","85646",88
"29873","85648",2195
"29874","85650",796
"29875","85653",2100
"29876","85654",0
"29877","85658",682
"29878","85701",126
"29879","85704",2009
"29880","85705",3403
"29881","85706",5810
"29882","85707",0
"29883","85708",805
"29884","85709",0
"29885","85710",3282
"29886","85711",3319
"29887","85712",1723
"29888","85713",2654
"29889","85714",1446
"29890","85715",769
"29891","85716",1606
"29892","85718",1020
"29893","85719",1520
"29894","85721",0
"29895","85723",0
"29896","85724",0
"29897","85726",0
"29898","85730",3357
"29899","85734",0
"29900","85735",442
"29901","85736",170
"29902","85737",894
"29903","85739",586
"29904","85741",2212
"29905","85742",1637
"29906","85743",1749
"29907","85745",1942
"29908","85746",3562
"29909","85747",2152
"29910","85748",1201
"29911","85749",666
"29912","85750",964
"29913","85755",699
"29914","85756",2991
"29915","85757",1348
"29916","85901",1624
"29917","85902",0
"29918","85911",178
"29919","85912",0
"29920","85920",22
"29921","85922",0
"29922","85923",23
"29923","85924",33
"29924","85925",456
"29925","85926",122
"29926","85927",20
"29927","85928",15
"29928","85929",558
"29929","85930",111
"29930","85931",11
"29931","85932",173
"29932","85933",104
"29933","85934",24
"29934","85935",114
"29935","85936",252
"29936","85937",622
"29937","85938",160
"29938","85939",384
"29939","85940",82
"29940","85941",1148
"29941","85942",0
"29942","86001",1694
"29943","86003",0
"29944","86004",2441
"29945","86005",1323
"29946","86011",0
"29947","86015",0
"29948","86016",5
"29949","86017",0
"29950","86018",61
"29951","86020",218
"29952","86021",504
"29953","86022",169
"29954","86023",222
"29955","86024",40
"29956","86025",270
"29957","86028",0
"29958","86029",0
"29959","86030",82
"29960","86031",182
"29961","86032",271
"29962","86033",744
"29963","86034",96
"29964","86035",160
"29965","86036",0
"29966","86038",0
"29967","86039",160
"29968","86040",566
"29969","86042",194
"29970","86043",262
"29971","86044",181
"29972","86045",959
"29973","86046",381
"29974","86047",1017
"29975","86052",0
"29976","86053",265
"29977","86054",117
"29978","86301",859
"29979","86303",509
"29980","86305",424
"29981","86313",0
"29982","86314",2772
"29983","86315",462
"29984","86320",351
"29985","86321",383
"29986","86322",799
"29987","86323",1245
"29988","86324",249
"29989","86325",147
"29990","86326",1511
"29991","86327",217
"29992","86329",91
"29993","86331",19
"29994","86332",102
"29995","86333",322
"29996","86334",220
"29997","86335",120
"29998","86336",221
"29999","86337",105
"30000","86338",41
"30001","86343",6
"30002","86351",113
"30003","86401",1988
"30004","86403",1110
"30005","86404",344
"30006","86406",907
"30007","86409",1496
"30008","86411",12
"30009","86413",167
"30010","86426",631
"30011","86429",222
"30012","86431",0
"30013","86432",0
"30014","86433",0
"30015","86434",171
"30016","86435",0
"30017","86436",0
"30018","86437",11
"30019","86438",3
"30020","86440",657
"30021","86441",78
"30022","86442",2340
"30023","86443",0
"30024","86444",0
"30025","86445",19
"30026","86502",52
"30027","86503",878
"30028","86504",365
"30029","86505",553
"30030","86506",105
"30031","86507",131
"30032","86508",15
"30033","86510",349
"30034","86511",280
"30035","86512",220
"30036","86514",280
"30037","86515",254
"30038","86520",184
"30039","86535",79
"30040","86538",113
"30041","86540",103
"30042","86544",77
"30043","86545",116
"30044","86547",78
"30045","86556",219
"30046","87001",263
"30047","87002",925
"30048","87004",591
"30049","87005",0
"30050","87006",0
"30051","87007",49
"30052","87008",151
"30053","87010",56
"30054","87011",0
"30055","87012",39
"30056","87013",437
"30057","87014",12
"30058","87015",998
"30059","87016",156
"30060","87017",11
"30061","87018",60
"30062","87020",951
"30063","87021",179
"30064","87022",16
"30065","87023",44
"30066","87024",241
"30067","87025",5
"30068","87026",181
"30069","87027",41
"30070","87028",0
"30071","87029",0
"30072","87031",3607
"30073","87032",0
"30074","87034",198
"30075","87035",615
"30076","87036",74
"30077","87037",63
"30078","87038",8
"30079","87040",18
"30080","87041",42
"30081","87042",195
"30082","87043",67
"30083","87044",0
"30084","87045",110
"30085","87046",0
"30086","87047",105
"30087","87048",314
"30088","87049",0
"30089","87051",347
"30090","87052",257
"30091","87053",109
"30092","87056",37
"30093","87059",569
"30094","87060",0
"30095","87061",0
"30096","87062",185
"30097","87063",0
"30098","87064",0
"30099","87068",458
"30100","87070",0
"30101","87072",30
"30102","87083",17
"30103","87101",0
"30104","87102",805
"30105","87104",678
"30106","87105",3896
"30107","87106",1272
"30108","87107",1663
"30109","87108",2737
"30110","87109",2177
"30111","87110",3060
"30112","87111",3395
"30113","87112",2382
"30114","87113",1312
"30115","87114",4157
"30116","87116",798
"30117","87117",0
"30118","87120",4503
"30119","87121",5704
"30120","87122",969
"30121","87123",3198
"30122","87124",3638
"30123","87144",3373
"30124","87151",0
"30125","87301",2114
"30126","87305",125
"30127","87310",67
"30128","87311",360
"30129","87312",10
"30130","87313",209
"30131","87315",0
"30132","87316",89
"30133","87317",417
"30134","87319",269
"30135","87320",5
"30136","87321",101
"30137","87322",78
"30138","87323",337
"30139","87325",216
"30140","87326",354
"30141","87327",557
"30142","87328",292
"30143","87347",59
"30144","87357",146
"30145","87364",89
"30146","87365",0
"30147","87375",361
"30148","87401",4097
"30149","87402",512
"30150","87410",1155
"30151","87412",2
"30152","87413",1491
"30153","87415",32
"30154","87416",302
"30155","87417",644
"30156","87418",28
"30157","87419",0
"30158","87420",615
"30159","87421",72
"30160","87455",52
"30161","87461",70
"30162","87499",25
"30163","87501",512
"30164","87505",990
"30165","87506",683
"30166","87507",3541
"30167","87508",794
"30168","87510",63
"30169","87511",115
"30170","87512",0
"30171","87513",41
"30172","87514",102
"30173","87515",0
"30174","87516",0
"30175","87517",57
"30176","87518",0
"30177","87519",61
"30178","87520",0
"30179","87521",22
"30180","87522",0
"30181","87523",0
"30182","87524",0
"30183","87525",0
"30184","87527",51
"30185","87528",470
"30186","87529",94
"30187","87530",146
"30188","87531",0
"30189","87532",1665
"30190","87535",13
"30191","87537",198
"30192","87538",0
"30193","87539",0
"30194","87540",30
"30195","87543",0
"30196","87544",603
"30197","87547",425
"30198","87548",0
"30199","87549",0
"30200","87551",0
"30201","87552",192
"30202","87553",85
"30203","87554",0
"30204","87556",255
"30205","87557",543
"30206","87558",41
"30207","87560",44
"30208","87562",0
"30209","87564",0
"30210","87565",91
"30211","87566",155
"30212","87567",23
"30213","87569",0
"30214","87571",437
"30215","87573",0
"30216","87575",113
"30217","87577",0
"30218","87578",0
"30219","87579",79
"30220","87580",0
"30221","87581",0
"30222","87582",167
"30223","87583",29
"30224","87701",916
"30225","87710",32
"30226","87711",39
"30227","87712",0
"30228","87713",0
"30229","87714",45
"30230","87715",0
"30231","87718",19
"30232","87722",47
"30233","87723",0
"30234","87724",0
"30235","87728",56
"30236","87729",0
"30237","87730",0
"30238","87731",41
"30239","87732",0
"30240","87733",2
"30241","87734",0
"30242","87735",0
"30243","87736",0
"30244","87740",491
"30245","87742",0
"30246","87743",0
"30247","87745",57
"30248","87746",2
"30249","87747",53
"30250","87749",0
"30251","87750",0
"30252","87752",29
"30253","87753",0
"30254","87801",533
"30255","87820",0
"30256","87821",33
"30257","87823",61
"30258","87824",0
"30259","87825",153
"30260","87827",0
"30261","87828",296
"30262","87829",0
"30263","87830",16
"30264","87831",0
"30265","87832",0
"30266","87901",280
"30267","87930",32
"30268","87931",184
"30269","87933",0
"30270","87935",45
"30271","87936",0
"30272","87937",351
"30273","87939",0
"30274","87940",0
"30275","87941",59
"30276","87942",11
"30277","87943",0
"30278","88001",2804
"30279","88002",311
"30280","88003",0
"30281","88004",0
"30282","88005",1639
"30283","88007",1381
"30284","88008",1492
"30285","88009",0
"30286","88011",1599
"30287","88012",2972
"30288","88020",29
"30289","88021",1150
"30290","88022",36
"30291","88023",99
"30292","88024",30
"30293","88025",0
"30294","88026",160
"30295","88027",40
"30296","88028",0
"30297","88029",55
"30298","88030",2167
"30299","88034",0
"30300","88038",29
"30301","88039",39
"30302","88040",0
"30303","88041",0
"30304","88042",0
"30305","88043",120
"30306","88044",150
"30307","88045",281
"30308","88046",14
"30309","88047",149
"30310","88048",16
"30311","88049",0
"30312","88051",0
"30313","88052",0
"30314","88053",0
"30315","88055",0
"30316","88056",0
"30317","88061",996
"30318","88063",1080
"30319","88065",247
"30320","88072",245
"30321","88081",1168
"30322","88101",4530
"30323","88103",0
"30324","88112",3
"30325","88113",18
"30326","88114",0
"30327","88115",0
"30328","88116",20
"30329","88118",25
"30330","88119",323
"30331","88120",18
"30332","88121",8
"30333","88124",89
"30334","88125",19
"30335","88126",0
"30336","88130",1458
"30337","88132",9
"30338","88134",10
"30339","88135",118
"30340","88136",0
"30341","88201",2129
"30342","88203",2570
"30343","88210",1650
"30344","88220",3162
"30345","88230",348
"30346","88231",203
"30347","88232",168
"30348","88240",4458
"30349","88242",482
"30350","88244",0
"30351","88250",0
"30352","88252",112
"30353","88253",70
"30354","88254",0
"30355","88255",0
"30356","88256",291
"30357","88260",1259
"30358","88262",2
"30359","88263",0
"30360","88264",0
"30361","88265",0
"30362","88267",70
"30363","88268",0
"30364","88301",0
"30365","88310",2318
"30366","88311",30
"30367","88312",16
"30368","88314",0
"30369","88316",167
"30370","88317",86
"30371","88318",9
"30372","88321",25
"30373","88323",0
"30374","88324",0
"30375","88325",301
"30376","88330",873
"30377","88336",0
"30378","88337",86
"30379","88338",0
"30380","88339",0
"30381","88340",377
"30382","88341",58
"30383","88342",0
"30384","88343",0
"30385","88344",0
"30386","88345",655
"30387","88346",143
"30388","88347",0
"30389","88348",0
"30390","88349",0
"30391","88350",0
"30392","88351",22
"30393","88352",465
"30394","88353",15
"30395","88354",0
"30396","88355",0
"30397","88401",450
"30398","88410",0
"30399","88411",0
"30400","88414",0
"30401","88415",242
"30402","88416",0
"30403","88417",0
"30404","88418",89
"30405","88419",20
"30406","88421",0
"30407","88422",0
"30408","88424",3
"30409","88426",13
"30410","88427",8
"30411","88430",0
"30412","88431",0
"30413","88434",7
"30414","88435",265
"30415","88436",0
"30416","88439",0
"30417","89001",96
"30418","89002",2782
"30419","89003",0
"30420","89004",0
"30421","89005",717
"30422","89007",69
"30423","89008",4
"30424","89010",19
"30425","89011",1874
"30426","89012",1925
"30427","89013",0
"30428","89014",2409
"30429","89015",2424
"30430","89017",0
"30431","89018",39
"30432","89019",76
"30433","89020",179
"30434","89021",275
"30435","89022",0
"30436","89025",9
"30437","89026",0
"30438","89027",933
"30439","89029",333
"30440","89030",4643
"30441","89031",6170
"30442","89032",3848
"30443","89034",9
"30444","89039",11
"30445","89040",320
"30446","89042",135
"30447","89043",0
"30448","89044",1864
"30449","89045",55
"30450","89046",8
"30451","89047",0
"30452","89048",1509
"30453","89049",104
"30454","89052",3074
"30455","89054",56
"30456","89060",830
"30457","89061",60
"30458","89070",0
"30459","89074",2748
"30460","89081",3869
"30461","89084",2979
"30462","89085",279
"30463","89086",901
"30464","89101",3172
"30465","89102",2812
"30466","89103",3854
"30467","89104",2898
"30468","89106",2235
"30469","89107",2875
"30470","89108",6343
"30471","89109",389
"30472","89110",5799
"30473","89113",2339
"30474","89115",7585
"30475","89117",3240
"30476","89118",1263
"30477","89119",2755
"30478","89120",1618
"30479","89121",4798
"30480","89122",4002
"30481","89123",3612
"30482","89124",9
"30483","89128",1965
"30484","89129",3553
"30485","89130",2673
"30486","89131",3451
"30487","89134",720
"30488","89135",2188
"30489","89138",1469
"30490","89139",4171
"30491","89141",2993
"30492","89142",2330
"30493","89143",1495
"30494","89144",790
"30495","89145",1265
"30496","89146",1152
"30497","89147",3456
"30498","89148",5375
"30499","89149",2616
"30500","89156",2067
"30501","89158",5
"30502","89161",32
"30503","89166",2723
"30504","89169",1480
"30505","89178",3714
"30506","89179",1416
"30507","89183",3791
"30508","89191",0
"30509","89301",362
"30510","89310",0
"30511","89311",0
"30512","89314",35
"30513","89315",0
"30514","89316",136
"30515","89317",11
"30516","89318",102
"30517","89319",0
"30518","89402",0
"30519","89403",1352
"30520","89404",0
"30521","89405",0
"30522","89406",1731
"30523","89408",1882
"30524","89409",0
"30525","89410",455
"30526","89411",0
"30527","89412",0
"30528","89413",0
"30529","89414",0
"30530","89415",174
"30531","89418",32
"30532","89419",334
"30533","89420",0
"30534","89421",25
"30535","89422",0
"30536","89423",645
"30537","89424",28
"30538","89425",61
"30539","89426",0
"30540","89427",91
"30541","89428",0
"30542","89429",172
"30543","89430",0
"30544","89431",3263
"30545","89433",2002
"30546","89434",1722
"30547","89436",3260
"30548","89437",0
"30549","89438",0
"30550","89439",68
"30551","89440",43
"30552","89441",740
"30553","89442",83
"30554","89444",107
"30555","89445",1428
"30556","89446",0
"30557","89447",463
"30558","89448",24
"30559","89449",173
"30560","89450",0
"30561","89451",463
"30562","89460",426
"30563","89496",0
"30564","89501",0
"30565","89502",3640
"30566","89503",1398
"30567","89506",4020
"30568","89508",1414
"30569","89509",2019
"30570","89510",17
"30571","89511",1463
"30572","89512",2516
"30573","89519",245
"30574","89521",2770
"30575","89523",2047
"30576","89557",0
"30577","89701",2379
"30578","89703",253
"30579","89704",301
"30580","89705",318
"30581","89706",1248
"30582","89801",2352
"30583","89815",1392
"30584","89820",260
"30585","89821",7
"30586","89822",155
"30587","89823",12
"30588","89825",80
"30589","89826",0
"30590","89828",0
"30591","89830",0
"30592","89831",0
"30593","89832",99
"30594","89833",3
"30595","89834",0
"30596","89835",37
"30597","89883",586
"30598","90001",5533
"30599","90002",4684
"30600","90003",7523
"30601","90004",4054
"30602","90005",2232
"30603","90006",3348
"30604","90007",1605
"30605","90008",1796
"30606","90010",134
"30607","90011",9201
"30608","90012",1359
"30609","90013",53
"30610","90014",133
"30611","90015",1247
"30612","90016",2484
"30613","90017",2056
"30614","90018",3629
"30615","90019",3810
"30616","90020",2481
"30617","90021",90
"30618","90022",4859
"30619","90023",3582
"30620","90024",1433
"30621","90025",2602
"30622","90026",3601
"30623","90027",2633
"30624","90028",748
"30625","90029",1688
"30626","90031",2376
"30627","90032",2936
"30628","90033",3445
"30629","90034",2717
"30630","90035",2443
"30631","90036",2405
"30632","90037",5970
"30633","90038",1194
"30634","90039",1464
"30635","90040",537
"30636","90041",2033
"30637","90042",3764
"30638","90043",2208
"30639","90044",9270
"30640","90045",2652
"30641","90046",1729
"30642","90047",3514
"30643","90048",885
"30644","90049",2138
"30645","90052",0
"30646","90056",409
"30647","90057",3126
"30648","90058",337
"30649","90059",4437
"30650","90061",3010
"30651","90062",2599
"30652","90063",3843
"30653","90064",1981
"30654","90065",3039
"30655","90066",3336
"30656","90067",75
"30657","90068",741
"30658","90069",461
"30659","90071",0
"30660","90073",0
"30661","90077",539
"30662","90079",0
"30663","90089",0
"30664","90094",1680
"30665","90095",0
"30666","90201",7904
"30667","90210",751
"30668","90211",317
"30669","90212",372
"30670","90220",4863
"30671","90221",3343
"30672","90222",3932
"30673","90230",2856
"30674","90232",913
"30675","90240",2339
"30676","90241",3080
"30677","90242",2352
"30678","90245",974
"30679","90247",3074
"30680","90248",718
"30681","90249",1659
"30682","90250",8516
"30683","90254",1407
"30684","90255",5356
"30685","90260",2596
"30686","90262",5568
"30687","90263",0
"30688","90265",680
"30689","90266",2346
"30690","90270",2220
"30691","90272",1704
"30692","90274",1125
"30693","90275",2056
"30694","90277",1926
"30695","90278",4522
"30696","90280",6555
"30697","90290",205
"30698","90291",1313
"30699","90292",1828
"30700","90293",377
"30701","90301",3059
"30702","90302",1952
"30703","90303",2344
"30704","90304",1837
"30705","90305",746
"30706","90401",173
"30707","90402",1019
"30708","90403",1403
"30709","90404",1233
"30710","90405",1524
"30711","90501",3383
"30712","90502",1282
"30713","90503",3169
"30714","90504",2351
"30715","90505",2451
"30716","90506",0
"30717","90601",1927
"30718","90602",2129
"30719","90603",1402
"30720","90604",2887
"30721","90605",2928
"30722","90606",2092
"30723","90620",3336
"30724","90621",2544
"30725","90623",941
"30726","90630",3570
"30727","90631",4663
"30728","90638",2378
"30729","90639",0
"30730","90640",4068
"30731","90650",8306
"30732","90660",3414
"30733","90670",1097
"30734","90680",1961
"30735","90701",1151
"30736","90703",3024
"30737","90704",96
"30738","90706",6099
"30739","90710",1860
"30740","90712",2792
"30741","90713",2114
"30742","90715",1014
"30743","90716",1252
"30744","90717",1862
"30745","90720",1158
"30746","90723",3865
"30747","90731",4465
"30748","90732",1249
"30749","90740",936
"30750","90742",14
"30751","90743",0
"30752","90744",4838
"30753","90745",3653
"30754","90746",1050
"30755","90747",0
"30756","90755",947
"30757","90802",1544
"30758","90803",1242
"30759","90804",2575
"30760","90805",8401
"30761","90806",3534
"30762","90807",1921
"30763","90808",2825
"30764","90810",2460
"30765","90813",5044
"30766","90814",1367
"30767","90815",2897
"30768","90822",0
"30769","90831",0
"30770","90840",0
"30771","91001",2377
"30772","91006",1851
"30773","91007",1981
"30774","91008",36
"30775","91010",1489
"30776","91011",1327
"30777","91016",2653
"30778","91020",430
"30779","91024",666
"30780","91030",1847
"30781","91040",1033
"30782","91042",1222
"30783","91046",0
"30784","91101",1087
"30785","91103",1705
"30786","91104",2899
"30787","91105",896
"30788","91106",1721
"30789","91107",2378
"30790","91108",936
"30791","91125",0
"30792","91201",1145
"30793","91202",1263
"30794","91203",836
"30795","91204",895
"30796","91205",2137
"30797","91206",2256
"30798","91207",843
"30799","91208",511
"30800","91210",21
"30801","91214",2539
"30802","91301",1089
"30803","91302",1418
"30804","91303",2223
"30805","91304",3424
"30806","91306",4029
"30807","91307",1788
"30808","91311",2517
"30809","91316",1805
"30810","91320",3109
"30811","91321",3072
"30812","91324",1839
"30813","91325",1613
"30814","91326",1740
"30815","91330",0
"30816","91331",7317
"30817","91335",5192
"30818","91340",2590
"30819","91342",6487
"30820","91343",5417
"30821","91344",3336
"30822","91345",1244
"30823","91350",3368
"30824","91351",2814
"30825","91352",2434
"30826","91354",2500
"30827","91355",2424
"30828","91356",1498
"30829","91360",2347
"30830","91361",831
"30831","91362",2091
"30832","91364",2687
"30833","91367",3137
"30834","91371",0
"30835","91377",1042
"30836","91381",1224
"30837","91384",1614
"30838","91387",4217
"30839","91390",1152
"30840","91401",2932
"30841","91402",4721
"30842","91403",1872
"30843","91405",3776
"30844","91406",4344
"30845","91411",1728
"30846","91423",1810
"30847","91436",1019
"30848","91501",889
"30849","91502",670
"30850","91504",2214
"30851","91505",2122
"30852","91506",803
"30853","91601",1486
"30854","91602",1444
"30855","91604",2123
"30856","91605",3013
"30857","91606",2718
"30858","91607",1745
"30859","91608",0
"30860","91701",2395
"30861","91702",4167
"30862","91706",4810
"30863","91708",1197
"30864","91709",5714
"30865","91710",5104
"30866","91711",1617
"30867","91722",2575
"30868","91723",1180
"30869","91724",1863
"30870","91730",6505
"30871","91731",2431
"30872","91732",4052
"30873","91733",3458
"30874","91737",1591
"30875","91739",3620
"30876","91740",1957
"30877","91741",1531
"30878","91744",5220
"30879","91745",3156
"30880","91746",1621
"30881","91748",3195
"30882","91750",1856
"30883","91752",3186
"30884","91754",1987
"30885","91755",1308
"30886","91759",15
"30887","91761",4204
"30888","91762",6025
"30889","91763",2674
"30890","91764",4397
"30891","91765",2813
"30892","91766",5062
"30893","91767",4480
"30894","91768",3059
"30895","91770",3794
"30896","91773",1982
"30897","91775",1692
"30898","91776",2477
"30899","91780",2203
"30900","91784",1242
"30901","91786",4351
"30902","91789",2555
"30903","91790",2854
"30904","91791",2102
"30905","91792",2037
"30906","91801",3460
"30907","91803",1847
"30908","91901",1358
"30909","91902",1005
"30910","91905",53
"30911","91906",406
"30912","91910",5160
"30913","91911",7075
"30914","91913",3736
"30915","91914",1210
"30916","91915",3272
"30917","91916",142
"30918","91917",33
"30919","91931",77
"30920","91932",1931
"30921","91934",0
"30922","91935",834
"30923","91941",2500
"30924","91942",3335
"30925","91945",2189
"30926","91948",0
"30927","91950",3780
"30928","91962",142
"30929","91963",59
"30930","91977",5064
"30931","91978",1237
"30932","91980",0
"30933","92003",257
"30934","92004",86
"30935","92007",1236
"30936","92008",1143
"30937","92009",3056
"30938","92010",1217
"30939","92011",990
"30940","92014",660
"30941","92019",3232
"30942","92020",5001
"30943","92021",5940
"30944","92024",3047
"30945","92025",3853
"30946","92026",4837
"30947","92027",4400
"30948","92028",4329
"30949","92029",1352
"30950","92036",172
"30951","92037",2295
"30952","92040",3557
"30953","92054",2565
"30954","92055",0
"30955","92056",4191
"30956","92057",3648
"30957","92058",6063
"30958","92059",148
"30959","92060",0
"30960","92061",101
"30961","92064",3517
"30962","92065",2149
"30963","92066",0
"30964","92067",746
"30965","92069",3835
"30966","92070",46
"30967","92071",4656
"30968","92075",798
"30969","92078",4473
"30970","92081",2408
"30971","92082",1557
"30972","92083",3331
"30973","92084",3781
"30974","92086",43
"30975","92091",43
"30976","92092",0
"30977","92093",0
"30978","92096",0
"30979","92101",1117
"30980","92102",2614
"30981","92103",1360
"30982","92104",2515
"30983","92105",5182
"30984","92106",1329
"30985","92107",2206
"30986","92108",1156
"30987","92109",2013
"30988","92110",1885
"30989","92111",3102
"30990","92113",4846
"30991","92114",5139
"30992","92115",4056
"30993","92116",1557
"30994","92117",3436
"30995","92118",956
"30996","92119",1752
"30997","92120",2281
"30998","92121",402
"30999","92122",2237
"31000","92123",2304
"31001","92124",3992
"31002","92126",6554
"31003","92127",5507
"31004","92128",3125
"31005","92129",3859
"31006","92130",3417
"31007","92131",2701
"31008","92132",0
"31009","92134",0
"31010","92135",0
"31011","92136",0
"31012","92139",2620
"31013","92140",0
"31014","92145",0
"31015","92147",0
"31016","92154",5452
"31017","92155",0
"31018","92161",0
"31019","92173",2528
"31020","92179",0
"31021","92182",0
"31022","92201",4067
"31023","92203",1809
"31024","92210",49
"31025","92211",1044
"31026","92220",2626
"31027","92222",0
"31028","92223",5819
"31029","92225",1561
"31030","92227",3293
"31031","92230",273
"31032","92231",3599
"31033","92233",228
"31034","92234",3435
"31035","92236",2459
"31036","92239",8
"31037","92240",3348
"31038","92241",313
"31039","92242",71
"31040","92243",3863
"31041","92249",834
"31042","92250",395
"31043","92251",2780
"31044","92252",529
"31045","92253",1900
"31046","92254",105
"31047","92256",162
"31048","92257",251
"31049","92258",15
"31050","92259",0
"31051","92260",1126
"31052","92262",972
"31053","92264",467
"31054","92266",0
"31055","92267",0
"31056","92268",0
"31057","92270",295
"31058","92273",250
"31059","92274",623
"31060","92275",13
"31061","92276",348
"31062","92277",4409
"31063","92278",0
"31064","92280",0
"31065","92281",296
"31066","92282",64
"31067","92283",211
"31068","92284",1551
"31069","92285",34
"31070","92301",3597
"31071","92304",0
"31072","92305",93
"31073","92307",3691
"31074","92308",4123
"31075","92309",91
"31076","92310",1289
"31077","92311",3576
"31078","92313",1096
"31079","92314",867
"31080","92315",301
"31081","92316",1680
"31082","92317",36
"31083","92320",553
"31084","92321",16
"31085","92322",30
"31086","92324",5059
"31087","92325",560
"31088","92327",92
"31089","92328",20
"31090","92332",0
"31091","92333",19
"31092","92335",8156
"31093","92336",7328
"31094","92337",2811
"31095","92338",0
"31096","92339",52
"31097","92341",19
"31098","92342",388
"31099","92344",1278
"31100","92345",8091
"31101","92346",5434
"31102","92347",26
"31103","92350",0
"31104","92352",244
"31105","92354",1181
"31106","92356",716
"31107","92358",10
"31108","92359",1115
"31109","92363",315
"31110","92364",0
"31111","92365",136
"31112","92368",84
"31113","92369",0
"31114","92371",1755
"31115","92372",789
"31116","92373",2094
"31117","92374",3786
"31118","92376",7432
"31119","92377",1468
"31120","92378",13
"31121","92382",460
"31122","92384",0
"31123","92385",0
"31124","92386",245
"31125","92389",0
"31126","92391",104
"31127","92392",5551
"31128","92394",4275
"31129","92395",3568
"31130","92397",350
"31131","92398",0
