"","...1","zcta","year","month","childcare_programs","programs_accepting_subsidies","licensed_capacity","pop_5_and_under"
"3471",3161,"65336","2021","March",7,NA,303,540
"3472",3168,"65337","2021","March",1,1,60,226
"3473",3176,"65338","2021","March",2,2,60,189
"3474",3185,"65340","2021","March",7,2,130,1033
"3475",3194,"65350","2021","March",1,1,99,142
"3476",3203,"65355","2021","March",3,3,131,613
"3477",3211,"65360","2021","March",2,2,48,419
"3478",3219,"65401","2021","March",13,6,777,1921
"3479",3227,"65441","2021","March",2,NA,30,616
"3480",3235,"65452","2021","March",1,1,40,159
"3481",3243,"65453","2021","March",5,2,265,427
"3482",3251,"65459","2021","March",3,NA,40,433
"3483",3259,"65483","2021","March",3,2,89,192
"3484",3267,"65486","2021","March",4,1,99,224
"3485",3275,"65536","2021","March",15,11,592,2622
"3486",3283,"65542","2021","March",5,1,110,425
"3487",3291,"65548","2021","March",2,2,60,413
"3488",3299,"65556","2021","March",1,NA,26,417
"3489",3307,"65559","2021","March",3,1,53,801
"3490",3315,"65560","2021","March",5,4,276,959
"3491",3323,"65565","2021","March",4,3,94,291
"3492",3330,"65567","2021","March",1,NA,40,115
"3493",3337,"65570","2021","March",1,NA,20,21
"3494",3345,"65571","2021","March",1,1,48,23
"3495",3352,"65582","2021","March",3,1,40,148
"3496",3360,"65583","2021","March",9,6,599,1191
"3497",3368,"65584","2021","March",5,2,189,924
"3498",3376,"65588","2021","March",2,NA,128,74
"3499",3385,"65605","2021","March",8,5,200,878
"3500",3393,"65606","2021","March",2,2,40,112
"3501",3401,"65608","2021","March",3,2,114,664
"3502",3408,"65609","2021","March",1,1,15,42
"3503",3425,"65613","2021","March",9,6,355,1216
"3504",3432,"65614","2021","March",1,NA,19,58
"3505",3437,"65616","2021","March",12,6,487,2061
"3506",3445,"65617","2021","March",2,2,94,28
"3507",3453,"65619","2021","March",2,1,142,709
"3508",3461,"65622","2021","March",5,3,220,482
"3509",3469,"65625","2021","March",2,2,30,789
"3510",3476,"65629","2021","March",1,NA,40,59
"3511",3484,"65631","2021","March",4,4,148,575
"3512",3492,"65632","2021","March",1,NA,10,311
"3513",3500,"65633","2021","March",2,1,30,383
"3514",3507,"65646","2021","March",1,1,20,54
"3515",3517,"65648","2021","March",3,2,172,389
"3516",3527,"65653","2021","March",3,1,40,221
"3517",3535,"65655","2021","March",1,1,20,39
"3518",3542,"65661","2021","March",1,NA,15,207
"3519",3550,"65662","2021","March",1,1,20,60
"3520",3558,"65667","2021","March",1,NA,30,275
"3521",3562,"65668","2021","March",5,2,97,38
"3522",3570,"65672","2021","March",1,1,28,599
"3523",3580,"65680","2021","March",1,NA,20,20
"3524",3588,"65681","2021","March",1,NA,10,61
"3525",3593,"65686","2021","March",1,NA,30,110
"3526",3601,"65689","2021","March",1,1,99,471
"3527",3609,"65704","2021","March",4,3,120,265
"3528",3619,"65706","2021","March",5,3,339,1408
"3529",3627,"65708","2021","March",4,2,194,1041
"3530",3635,"65711","2021","March",9,6,208,708
"3531",3643,"65712","2021","March",5,1,259,695
"3532",3651,"65713","2021","March",1,NA,20,221
"3533",3659,"65714","2021","March",19,12,1205,2840
"3534",3667,"65721","2021","March",14,8,1095,2511
"3535",3675,"65723","2021","March",1,1,10,165
"3536",3683,"65725","2021","March",1,1,10,149
"3537",3691,"65732","2021","March",1,1,20,159
"3538",3695,"65737","2021","March",3,2,118,285
"3539",3703,"65738","2021","March",13,9,515,1959
"3540",3718,"65746","2021","March",4,1,123,978
"3541",3730,"65753","2021","March",1,1,57,319
"3542",3738,"65757","2021","March",3,3,185,645
"3543",3746,"65759","2021","March",1,1,10,116
"3544",3759,"65775","2021","March",11,8,509,1732
"3545",3767,"65781","2021","March",3,1,78,707
"3546",3775,"65785","2021","March",2,NA,40,395
"3547",3785,"65791","2021","March",2,2,65,454
"3548",3793,"65793","2021","March",4,3,80,248
"3549",3801,"65802","2021","March",18,14,1072,3302
"3550",3809,"65803","2021","March",15,10,792,3400
"3551",3817,"65804","2021","March",30,18,2263,2317
"3552",3825,"65806","2021","March",8,5,462,358
"3553",3833,"65807","2021","March",44,24,2981,3964
"3554",3845,"65810","2021","March",6,2,384,1162
"3555",NA,"63014","2021","March",NA,NA,NA,14
"3556",NA,"63015","2021","March",NA,NA,NA,82
"3557",NA,"63030","2021","March",NA,NA,NA,22
"3558",NA,"63036","2021","March",NA,NA,NA,73
"3559",NA,"63041","2021","March",NA,NA,NA,17
"3560",NA,"63048","2021","March",NA,NA,NA,318
"3561",NA,"63053","2021","March",NA,NA,NA,7
"3562",NA,"63056","2021","March",NA,NA,NA,172
"3563",NA,"63057","2021","March",NA,NA,NA,NA
"3564",NA,"63060","2021","March",NA,NA,NA,71
"3565",NA,"63061","2021","March",NA,NA,NA,0
"3566",NA,"63071","2021","March",NA,NA,NA,61
"3567",NA,"63073","2021","March",NA,NA,NA,129
"3568",NA,"63079","2021","March",NA,NA,NA,18
"3569",NA,"63087","2021","March",NA,NA,NA,37
"3570",NA,"63089","2021","March",NA,NA,NA,552
"3571",NA,"63091","2021","March",NA,NA,NA,145
"3572",NA,"63101","2021","March",NA,NA,NA,245
"3573",NA,"63102","2021","March",NA,NA,NA,49
"3574",NA,"63140","2021","March",NA,NA,NA,26
"3575",NA,"63155","2021","March",NA,NA,NA,0
"3576",NA,"63330","2021","March",NA,NA,NA,0
"3577",NA,"63333","2021","March",NA,NA,NA,25
"3578",NA,"63344","2021","March",NA,NA,NA,145
"3579",NA,"63347","2021","March",NA,NA,NA,160
"3580",NA,"63349","2021","March",NA,NA,NA,73
"3581",NA,"63350","2021","March",NA,NA,NA,67
"3582",NA,"63359","2021","March",NA,NA,NA,78
"3583",NA,"63363","2021","March",NA,NA,NA,139
"3584",NA,"63369","2021","March",NA,NA,NA,317
"3585",NA,"63370","2021","March",NA,NA,NA,NA
"3586",NA,"63373","2021","March",NA,NA,NA,47
"3587",NA,"63381","2021","March",NA,NA,NA,73
"3588",NA,"63386","2021","March",NA,NA,NA,35
"3589",NA,"63387","2021","March",NA,NA,NA,22
"3590",NA,"63388","2021","March",NA,NA,NA,0
"3591",NA,"63430","2021","March",NA,NA,NA,73
"3592",NA,"63431","2021","March",NA,NA,NA,0
"3593",NA,"63432","2021","March",NA,NA,NA,76
"3594",NA,"63433","2021","March",NA,NA,NA,0
"3595",NA,"63434","2021","March",NA,NA,NA,24
"3596",NA,"63437","2021","March",NA,NA,NA,138
"3597",NA,"63438","2021","March",NA,NA,NA,0
"3598",NA,"63439","2021","March",NA,NA,NA,7
"3599",NA,"63440","2021","March",NA,NA,NA,77
"3600",NA,"63443","2021","March",NA,NA,NA,5
"3601",NA,"63446","2021","March",NA,NA,NA,11
"3602",NA,"63447","2021","March",NA,NA,NA,69
"3603",NA,"63450","2021","March",NA,NA,NA,0
"3604",NA,"63451","2021","March",NA,NA,NA,25
"3605",NA,"63453","2021","March",NA,NA,NA,39
"3606",NA,"63454","2021","March",NA,NA,NA,87
"3607",NA,"63457","2021","March",NA,NA,NA,34
"3608",NA,"63458","2021","March",NA,NA,NA,0
"3609",NA,"63460","2021","March",NA,NA,NA,7
"3610",NA,"63464","2021","March",NA,NA,NA,NA
"3611",NA,"63465","2021","March",NA,NA,NA,38
"3612",NA,"63467","2021","March",NA,NA,NA,0
"3613",NA,"63471","2021","March",NA,NA,NA,57
"3614",NA,"63473","2021","March",NA,NA,NA,41
"3615",NA,"63474","2021","March",NA,NA,NA,13
"3616",NA,"63530","2021","March",NA,NA,NA,147
"3617",NA,"63531","2021","March",NA,NA,NA,56
"3618",NA,"63532","2021","March",NA,NA,NA,81
"3619",NA,"63534","2021","March",NA,NA,NA,76
"3620",NA,"63535","2021","March",NA,NA,NA,0
"3621",NA,"63536","2021","March",NA,NA,NA,113
"3622",NA,"63538","2021","March",NA,NA,NA,19
"3623",NA,"63539","2021","March",NA,NA,NA,14
"3624",NA,"63540","2021","March",NA,NA,NA,55
"3625",NA,"63543","2021","March",NA,NA,NA,41
"3626",NA,"63544","2021","March",NA,NA,NA,48
"3627",NA,"63546","2021","March",NA,NA,NA,126
"3628",NA,"63547","2021","March",NA,NA,NA,3
"3629",NA,"63549","2021","March",NA,NA,NA,198
"3630",NA,"63551","2021","March",NA,NA,NA,0
"3631",NA,"63557","2021","March",NA,NA,NA,4
"3632",NA,"63558","2021","March",NA,NA,NA,19
"3633",NA,"63560","2021","March",NA,NA,NA,0
"3634",NA,"63561","2021","March",NA,NA,NA,143
"3635",NA,"63563","2021","March",NA,NA,NA,137
"3636",NA,"63566","2021","March",NA,NA,NA,0
"3637",NA,"63567","2021","March",NA,NA,NA,11
"3638",NA,"63620","2021","March",NA,NA,NA,85
"3639",NA,"63621","2021","March",NA,NA,NA,52
"3640",NA,"63622","2021","March",NA,NA,NA,0
"3641",NA,"63623","2021","March",NA,NA,NA,44
"3642",NA,"63624","2021","March",NA,NA,NA,259
"3643",NA,"63625","2021","March",NA,NA,NA,0
"3644",NA,"63626","2021","March",NA,NA,NA,0
"3645",NA,"63629","2021","March",NA,NA,NA,52
"3646",NA,"63630","2021","March",NA,NA,NA,268
"3647",NA,"63633","2021","March",NA,NA,NA,93
"3648",NA,"63636","2021","March",NA,NA,NA,63
"3649",NA,"63637","2021","March",NA,NA,NA,151
"3650",NA,"63648","2021","March",NA,NA,NA,107
"3651",NA,"63654","2021","March",NA,NA,NA,39
"3652",NA,"63656","2021","March",NA,NA,NA,21
"3653",NA,"63662","2021","March",NA,NA,NA,125
"3654",NA,"63665","2021","March",NA,NA,NA,6
"3655",NA,"63666","2021","March",NA,NA,NA,NA
"3656",NA,"63673","2021","March",NA,NA,NA,109
"3657",NA,"63674","2021","March",NA,NA,NA,0
"3658",NA,"63675","2021","March",NA,NA,NA,0
"3659",NA,"63732","2021","March",NA,NA,NA,80
"3660",NA,"63736","2021","March",NA,NA,NA,250
"3661",NA,"63748","2021","March",NA,NA,NA,65
"3662",NA,"63738","2021","March",NA,NA,NA,0
"3663",NA,"63739","2021","March",NA,NA,NA,0
"3664",NA,"63742","2021","March",NA,NA,NA,9
"3665",NA,"63743","2021","March",NA,NA,NA,0
"3666",NA,"63744","2021","March",NA,NA,NA,5
"3667",NA,"63745","2021","March",NA,NA,NA,0
"3668",NA,"63746","2021","March",NA,NA,NA,0
"3669",NA,"63747","2021","March",NA,NA,NA,25
"3670",NA,"63750","2021","March",NA,NA,NA,0
"3671",NA,"63751","2021","March",NA,NA,NA,39
"3672",NA,"63758","2021","March",NA,NA,NA,41
"3673",NA,"63763","2021","March",NA,NA,NA,21
"3674",NA,"63766","2021","March",NA,NA,NA,73
"3675",NA,"63767","2021","March",NA,NA,NA,41
"3676",NA,"63770","2021","March",NA,NA,NA,28
"3677",NA,"63774","2021","March",NA,NA,NA,52
"3678",NA,"63781","2021","March",NA,NA,NA,140
"3679",NA,"63782","2021","March",NA,NA,NA,7
"3680",NA,"63783","2021","March",NA,NA,NA,10
"3681",NA,"63784","2021","March",NA,NA,NA,15
"3682",NA,"63785","2021","March",NA,NA,NA,81
"3683",NA,"63820","2021","March",NA,NA,NA,15
"3684",NA,"63821","2021","March",NA,NA,NA,43
"3685",NA,"63824","2021","March",NA,NA,NA,26
"3686",NA,"63826","2021","March",NA,NA,NA,6
"3687",NA,"63828","2021","March",NA,NA,NA,13
"3688",NA,"63833","2021","March",NA,NA,NA,0
"3689",NA,"63837","2021","March",NA,NA,NA,121
"3690",NA,"63839","2021","March",NA,NA,NA,21
"3691",NA,"63846","2021","March",NA,NA,NA,106
"3692",NA,"63847","2021","March",NA,NA,NA,0
"3693",NA,"63849","2021","March",NA,NA,NA,0
"3694",NA,"63853","2021","March",NA,NA,NA,5
"3695",NA,"63855","2021","March",NA,NA,NA,59
"3696",NA,"63860","2021","March",NA,NA,NA,0
"3697",NA,"63866","2021","March",NA,NA,NA,47
"3698",NA,"63868","2021","March",NA,NA,NA,55
"3699",NA,"63874","2021","March",NA,NA,NA,8
"3700",NA,"63879","2021","March",NA,NA,NA,48
"3701",NA,"63880","2021","March",NA,NA,NA,0
"3702",NA,"63882","2021","March",NA,NA,NA,44
"3703",NA,"63902","2021","March",NA,NA,NA,NA
"3704",NA,"63934","2021","March",NA,NA,NA,0
"3705",NA,"63939","2021","March",NA,NA,NA,103
"3706",NA,"63940","2021","March",NA,NA,NA,56
"3707",NA,"63941","2021","March",NA,NA,NA,11
"3708",NA,"63942","2021","March",NA,NA,NA,57
"3709",NA,"63943","2021","March",NA,NA,NA,37
"3710",NA,"63945","2021","March",NA,NA,NA,75
"3711",NA,"63956","2021","March",NA,NA,NA,89
"3712",NA,"63951","2021","March",NA,NA,NA,0
"3713",NA,"63952","2021","March",NA,NA,NA,52
"3714",NA,"63953","2021","March",NA,NA,NA,96
"3715",NA,"63955","2021","March",NA,NA,NA,0
"3716",NA,"63962","2021","March",NA,NA,NA,29
"3717",NA,"63964","2021","March",NA,NA,NA,27
"3718",NA,"63966","2021","March",NA,NA,NA,17
"3719",NA,"63967","2021","March",NA,NA,NA,81
"3720",NA,"64001","2021","March",NA,NA,NA,25
"3721",NA,"64011","2021","March",NA,NA,NA,267
"3722",NA,"64017","2021","March",NA,NA,NA,16
"3723",NA,"64018","2021","March",NA,NA,NA,94
"3724",NA,"64019","2021","March",NA,NA,NA,143
"3725",NA,"64020","2021","March",NA,NA,NA,214
"3726",NA,"64021","2021","March",NA,NA,NA,86
"3727",NA,"64022","2021","March",NA,NA,NA,11
"3728",NA,"64035","2021","March",NA,NA,NA,80
"3729",NA,"64036","2021","March",NA,NA,NA,19
"3730",NA,"64058","2021","March",NA,NA,NA,597
"3731",NA,"64061","2021","March",NA,NA,NA,210
"3732",NA,"64065","2021","March",NA,NA,NA,0
"3733",NA,"64066","2021","March",NA,NA,NA,2
"3734",NA,"64070","2021","March",NA,NA,NA,177
"3735",NA,"64071","2021","March",NA,NA,NA,37
"3736",NA,"64072","2021","March",NA,NA,NA,8
"3737",NA,"64074","2021","March",NA,NA,NA,87
"3738",NA,"64077","2021","March",NA,NA,NA,111
"3739",NA,"64084","2021","March",NA,NA,NA,53
"3740",NA,"64088","2021","March",NA,NA,NA,31
"3741",NA,"64090","2021","March",NA,NA,NA,8
"3742",NA,"64092","2021","March",NA,NA,NA,51
"3743",NA,"64101","2021","March",NA,NA,NA,0
"3744",NA,"64102","2021","March",NA,NA,NA,0
"3745",NA,"64120","2021","March",NA,NA,NA,32
"3746",NA,"64125","2021","March",NA,NA,NA,292
"3747",NA,"64139","2021","March",NA,NA,NA,128
"3748",NA,"64147","2021","March",NA,NA,NA,89
"3749",NA,"64149","2021","March",NA,NA,NA,59
"3750",NA,"64163","2021","March",NA,NA,NA,103
"3751",NA,"64164","2021","March",NA,NA,NA,0
"3752",NA,"64165","2021","March",NA,NA,NA,24
"3753",NA,"64166","2021","March",NA,NA,NA,0
"3754",NA,"64167","2021","March",NA,NA,NA,0
"3755",NA,"64401","2021","March",NA,NA,NA,31
"3756",NA,"64420","2021","March",NA,NA,NA,2
"3757",NA,"64421","2021","March",NA,NA,NA,110
"3758",NA,"64422","2021","March",NA,NA,NA,60
"3759",NA,"64423","2021","March",NA,NA,NA,67
"3760",NA,"64426","2021","March",NA,NA,NA,20
"3761",NA,"64427","2021","March",NA,NA,NA,31
"3762",NA,"64428","2021","March",NA,NA,NA,84
"3763",NA,"64430","2021","March",NA,NA,NA,38
"3764",NA,"64431","2021","March",NA,NA,NA,33
"3765",NA,"64432","2021","March",NA,NA,NA,3
"3766",NA,"64433","2021","March",NA,NA,NA,5
"3767",NA,"64434","2021","March",NA,NA,NA,30
"3768",NA,"64436","2021","March",NA,NA,NA,81
"3769",NA,"64437","2021","March",NA,NA,NA,12
"3770",NA,"64438","2021","March",NA,NA,NA,0
"3771",NA,"64440","2021","March",NA,NA,NA,89
"3772",NA,"64441","2021","March",NA,NA,NA,2
"3773",NA,"64442","2021","March",NA,NA,NA,60
"3774",NA,"64443","2021","March",NA,NA,NA,174
"3775",NA,"64445","2021","March",NA,NA,NA,13
"3776",NA,"64446","2021","March",NA,NA,NA,64
"3777",NA,"64449","2021","March",NA,NA,NA,36
"3778",NA,"64451","2021","March",NA,NA,NA,37
"3779",NA,"64453","2021","March",NA,NA,NA,22
"3780",NA,"64455","2021","March",NA,NA,NA,17
"3781",NA,"64457","2021","March",NA,NA,NA,12
"3782",NA,"64458","2021","March",NA,NA,NA,25
"3783",NA,"64459","2021","March",NA,NA,NA,38
"3784",NA,"64461","2021","March",NA,NA,NA,27
"3785",NA,"64467","2021","March",NA,NA,NA,8
"3786",NA,"64471","2021","March",NA,NA,NA,36
"3787",NA,"64473","2021","March",NA,NA,NA,75
"3788",NA,"64474","2021","March",NA,NA,NA,58
"3789",NA,"64475","2021","March",NA,NA,NA,28
"3790",NA,"64479","2021","March",NA,NA,NA,113
"3791",NA,"64480","2021","March",NA,NA,NA,0
"3792",NA,"64481","2021","March",NA,NA,NA,46
"3793",NA,"64483","2021","March",NA,NA,NA,22
"3794",NA,"64484","2021","March",NA,NA,NA,75
"3795",NA,"64486","2021","March",NA,NA,NA,14
"3796",NA,"64487","2021","March",NA,NA,NA,28
"3797",NA,"64490","2021","March",NA,NA,NA,176
"3798",NA,"64491","2021","March",NA,NA,NA,84
"3799",NA,"64492","2021","March",NA,NA,NA,140
"3800",NA,"64493","2021","March",NA,NA,NA,24
"3801",NA,"64494","2021","March",NA,NA,NA,91
"3802",NA,"64496","2021","March",NA,NA,NA,2
"3803",NA,"64497","2021","March",NA,NA,NA,117
"3804",NA,"64498","2021","March",NA,NA,NA,3
"3805",NA,"64499","2021","March",NA,NA,NA,6
"3806",NA,"64620","2021","March",NA,NA,NA,98
"3807",NA,"64622","2021","March",NA,NA,NA,4
"3808",NA,"64623","2021","March",NA,NA,NA,2
"3809",NA,"64624","2021","March",NA,NA,NA,57
"3810",NA,"64625","2021","March",NA,NA,NA,62
"3811",NA,"64630","2021","March",NA,NA,NA,27
"3812",NA,"64631","2021","March",NA,NA,NA,66
"3813",NA,"64632","2021","March",NA,NA,NA,31
"3814",NA,"64635","2021","March",NA,NA,NA,36
"3815",NA,"64636","2021","March",NA,NA,NA,32
"3816",NA,"64637","2021","March",NA,NA,NA,25
"3817",NA,"64638","2021","March",NA,NA,NA,126
"3818",NA,"64639","2021","March",NA,NA,NA,14
"3819",NA,"64641","2021","March",NA,NA,NA,18
"3820",NA,"64642","2021","March",NA,NA,NA,75
"3821",NA,"64643","2021","March",NA,NA,NA,30
"3822",NA,"64645","2021","March",NA,NA,NA,11
"3823",NA,"64646","2021","March",NA,NA,NA,81
"3824",NA,"64647","2021","March",NA,NA,NA,20
"3825",NA,"64649","2021","March",NA,NA,NA,33
"3826",NA,"64650","2021","March",NA,NA,NA,27
"3827",NA,"64651","2021","March",NA,NA,NA,38
"3828",NA,"64652","2021","March",NA,NA,NA,19
"3829",NA,"64653","2021","March",NA,NA,NA,17
"3830",NA,"64654","2021","March",NA,NA,NA,2
"3831",NA,"64655","2021","March",NA,NA,NA,0
"3832",NA,"64656","2021","March",NA,NA,NA,40
"3833",NA,"64657","2021","March",NA,NA,NA,38
"3834",NA,"64660","2021","March",NA,NA,NA,22
"3835",NA,"64661","2021","March",NA,NA,NA,61
"3836",NA,"64664","2021","March",NA,NA,NA,15
"3837",NA,"64667","2021","March",NA,NA,NA,8
"3838",NA,"64668","2021","March",NA,NA,NA,89
"3839",NA,"64670","2021","March",NA,NA,NA,70
"3840",NA,"64671","2021","March",NA,NA,NA,198
"3841",NA,"64672","2021","March",NA,NA,NA,8
"3842",NA,"64674","2021","March",NA,NA,NA,24
"3843",NA,"64676","2021","March",NA,NA,NA,10
"3844",NA,"64679","2021","March",NA,NA,NA,24
"3845",NA,"64681","2021","March",NA,NA,NA,10
"3846",NA,"64682","2021","March",NA,NA,NA,1
"3847",NA,"64686","2021","March",NA,NA,NA,0
"3848",NA,"64688","2021","March",NA,NA,NA,116
"3849",NA,"64689","2021","March",NA,NA,NA,63
"3850",NA,"64722","2021","March",NA,NA,NA,13
"3851",NA,"64723","2021","March",NA,NA,NA,44
"3852",NA,"64726","2021","March",NA,NA,NA,27
"3853",NA,"64733","2021","March",NA,NA,NA,129
"3854",NA,"64734","2021","March",NA,NA,NA,168
"3855",NA,"64738","2021","March",NA,NA,NA,77
"3856",NA,"64739","2021","March",NA,NA,NA,89
"3857",NA,"64740","2021","March",NA,NA,NA,61
"3858",NA,"64741","2021","March",NA,NA,NA,0
"3859",NA,"64743","2021","March",NA,NA,NA,19
"3860",NA,"64745","2021","March",NA,NA,NA,7
"3861",NA,"64746","2021","March",NA,NA,NA,105
"3862",NA,"64748","2021","March",NA,NA,NA,169
"3863",NA,"64750","2021","March",NA,NA,NA,36
"3864",NA,"64755","2021","March",NA,NA,NA,289
"3865",NA,"64756","2021","March",NA,NA,NA,43
"3866",NA,"64762","2021","March",NA,NA,NA,166
"3867",NA,"64763","2021","March",NA,NA,NA,109
"3868",NA,"64765","2021","March",NA,NA,NA,0
"3869",NA,"64767","2021","March",NA,NA,NA,10
"3870",NA,"64769","2021","March",NA,NA,NA,73
"3871",NA,"64770","2021","March",NA,NA,NA,47
"3872",NA,"64771","2021","March",NA,NA,NA,5
"3873",NA,"64776","2021","March",NA,NA,NA,276
"3874",NA,"64778","2021","March",NA,NA,NA,23
"3875",NA,"64780","2021","March",NA,NA,NA,28
"3876",NA,"64781","2021","March",NA,NA,NA,0
"3877",NA,"64783","2021","March",NA,NA,NA,53
"3878",NA,"64784","2021","March",NA,NA,NA,141
"3879",NA,"64788","2021","March",NA,NA,NA,109
"3880",NA,"64790","2021","March",NA,NA,NA,37
"3881",NA,"64830","2021","March",NA,NA,NA,99
"3882",NA,"64832","2021","March",NA,NA,NA,30
"3883",NA,"64833","2021","March",NA,NA,NA,0
"3884",NA,"64841","2021","March",NA,NA,NA,172
"3885",NA,"64842","2021","March",NA,NA,NA,77
"3886",NA,"64847","2021","March",NA,NA,NA,7
"3887",NA,"64848","2021","March",NA,NA,NA,23
"3888",NA,"64849","2021","March",NA,NA,NA,5
"3889",NA,"64866","2021","March",NA,NA,NA,62
"3890",NA,"64855","2021","March",NA,NA,NA,171
"3891",NA,"64857","2021","March",NA,NA,NA,23
"3892",NA,"64858","2021","March",NA,NA,NA,0
"3893",NA,"64859","2021","March",NA,NA,NA,95
"3894",NA,"64867","2021","March",NA,NA,NA,52
"3895",NA,"64873","2021","March",NA,NA,NA,46
"3896",NA,"64874","2021","March",NA,NA,NA,67
"3897",NA,"65001","2021","March",NA,NA,NA,15
"3898",NA,"65011","2021","March",NA,NA,NA,304
"3899",NA,"65014","2021","March",NA,NA,NA,255
"3900",NA,"65017","2021","March",NA,NA,NA,38
"3901",NA,"65023","2021","March",NA,NA,NA,91
"3902",NA,"65025","2021","March",NA,NA,NA,99
"3903",NA,"65032","2021","March",NA,NA,NA,36
"3904",NA,"65034","2021","March",NA,NA,NA,119
"3905",NA,"65040","2021","March",NA,NA,NA,85
"3906",NA,"65047","2021","March",NA,NA,NA,145
"3907",NA,"65048","2021","March",NA,NA,NA,0
"3908",NA,"65050","2021","March",NA,NA,NA,157
"3909",NA,"65053","2021","March",NA,NA,NA,60
"3910",NA,"65058","2021","March",NA,NA,NA,66
"3911",NA,"65059","2021","March",NA,NA,NA,55
"3912",NA,"65061","2021","March",NA,NA,NA,28
"3913",NA,"65062","2021","March",NA,NA,NA,0
"3914",NA,"65064","2021","March",NA,NA,NA,76
"3915",NA,"65067","2021","March",NA,NA,NA,87
"3916",NA,"65068","2021","March",NA,NA,NA,18
"3917",NA,"65069","2021","March",NA,NA,NA,39
"3918",NA,"65072","2021","March",NA,NA,NA,140
"3919",NA,"65077","2021","March",NA,NA,NA,0
"3920",NA,"65079","2021","March",NA,NA,NA,102
"3921",NA,"65080","2021","March",NA,NA,NA,63
"3922",NA,"65083","2021","March",NA,NA,NA,42
"3923",NA,"65215","2021","March",NA,NA,NA,0
"3924",NA,"65230","2021","March",NA,NA,NA,71
"3925",NA,"65232","2021","March",NA,NA,NA,29
"3926",NA,"65237","2021","March",NA,NA,NA,39
"3927",NA,"65243","2021","March",NA,NA,NA,200
"3928",NA,"65244","2021","March",NA,NA,NA,64
"3929",NA,"65246","2021","March",NA,NA,NA,0
"3930",NA,"65247","2021","March",NA,NA,NA,68
"3931",NA,"65250","2021","March",NA,NA,NA,22
"3932",NA,"65257","2021","March",NA,NA,NA,160
"3933",NA,"65258","2021","March",NA,NA,NA,40
"3934",NA,"65260","2021","March",NA,NA,NA,15
"3935",NA,"65263","2021","March",NA,NA,NA,75
"3936",NA,"65264","2021","March",NA,NA,NA,26
"3937",NA,"65274","2021","March",NA,NA,NA,137
"3938",NA,"65276","2021","March",NA,NA,NA,90
"3939",NA,"65278","2021","March",NA,NA,NA,2
"3940",NA,"65279","2021","March",NA,NA,NA,10
"3941",NA,"65280","2021","March",NA,NA,NA,3
"3942",NA,"65282","2021","March",NA,NA,NA,0
"3943",NA,"65283","2021","March",NA,NA,NA,5
"3944",NA,"65285","2021","March",NA,NA,NA,0
"3945",NA,"65286","2021","March",NA,NA,NA,1
"3946",NA,"65287","2021","March",NA,NA,NA,11
"3947",NA,"65305","2021","March",NA,NA,NA,484
"3948",NA,"65320","2021","March",NA,NA,NA,3
"3949",NA,"65321","2021","March",NA,NA,NA,13
"3950",NA,"65322","2021","March",NA,NA,NA,47
"3951",NA,"65324","2021","March",NA,NA,NA,8
"3952",NA,"65326","2021","March",NA,NA,NA,41
"3953",NA,"65329","2021","March",NA,NA,NA,5
"3954",NA,"65330","2021","March",NA,NA,NA,25
"3955",NA,"65333","2021","March",NA,NA,NA,11
"3956",NA,"65334","2021","March",NA,NA,NA,86
"3957",NA,"65335","2021","March",NA,NA,NA,0
"3958",NA,"65339","2021","March",NA,NA,NA,12
"3959",NA,"65344","2021","March",NA,NA,NA,13
"3960",NA,"65345","2021","March",NA,NA,NA,0
"3961",NA,"65347","2021","March",NA,NA,NA,109
"3962",NA,"65348","2021","March",NA,NA,NA,117
"3963",NA,"65349","2021","March",NA,NA,NA,275
"3964",NA,"65351","2021","March",NA,NA,NA,129
"3965",NA,"65354","2021","March",NA,NA,NA,45
"3966",NA,"65436","2021","March",NA,NA,NA,0
"3967",NA,"65438","2021","March",NA,NA,NA,321
"3968",NA,"65439","2021","March",NA,NA,NA,0
"3969",NA,"65440","2021","March",NA,NA,NA,43
"3970",NA,"65443","2021","March",NA,NA,NA,0
"3971",NA,"65444","2021","March",NA,NA,NA,38
"3972",NA,"65446","2021","March",NA,NA,NA,80
"3973",NA,"65449","2021","March",NA,NA,NA,0
"3974",NA,"65456","2021","March",NA,NA,NA,24
"3975",NA,"65457","2021","March",NA,NA,NA,0
"3976",NA,"65461","2021","March",NA,NA,NA,0
"3977",NA,"65462","2021","March",NA,NA,NA,19
"3978",NA,"65463","2021","March",NA,NA,NA,31
"3979",NA,"65464","2021","March",NA,NA,NA,0
"3980",NA,"65466","2021","March",NA,NA,NA,39
"3981",NA,"65468","2021","March",NA,NA,NA,0
"3982",NA,"65470","2021","March",NA,NA,NA,19
"3983",NA,"65473","2021","March",NA,NA,NA,1025
"3984",NA,"65479","2021","March",NA,NA,NA,0
"3985",NA,"65484","2021","March",NA,NA,NA,0
"3986",NA,"65501","2021","March",NA,NA,NA,0
"3987",NA,"65529","2021","March",NA,NA,NA,0
"3988",NA,"65534","2021","March",NA,NA,NA,65
"3989",NA,"65535","2021","March",NA,NA,NA,131
"3990",NA,"65541","2021","March",NA,NA,NA,10
"3991",NA,"65543","2021","March",NA,NA,NA,28
"3992",NA,"65550","2021","March",NA,NA,NA,118
"3993",NA,"65552","2021","March",NA,NA,NA,201
"3994",NA,"65555","2021","March",NA,NA,NA,123
